<HTML>
<HEAD><TITLE>OMNIWeb Results</TITLE></HEAD>
<BODY>
<center><font size=5 color=red>OMNIWeb Plus Browser Results </font></center><br>
<B>Listing for omni2 data from 20170101 to 20170201</B><hr><pre>Selected parameters:
 1 Bartels rotation number
 2 ID for IMF spacecraft
 3 ID for SW Plasma spacecraft
 4 # of points in IMF averages 
 5 # of points in Plasma averag.
 6 Scalar B, nT
 7 Vector B Magnitude,nT
 8 Lat. Angle of B (GSE)
 9 Long. Angle of B (GSE)
10 BX, nT (GSE, GSM)
11 BY, nT (GSE)
12 BZ, nT (GSE)
13 BY, nT (GSM)
14 BZ, nT (GSM)
15 RMS_magnitude, nT
16 RMS_field_vector, nT
17 RMS_BX_GSE, nT
18 RMS_BY_GSE, nT
19 RMS_BZ_GSE, nT
20 SW Plasma Temperature, K
21 SW Proton Density, N/cm^3
22 SW Plasma Speed, km/s
23 SW Plasma flow long. angle
24 SW Plasma flow lat. angle
25 Alpha/Prot. ratio
26 sigma-T,K
27 sigma-n, N/cm^3)
28 sigma-V, km/s
29 sigma-phi V, degrees
30 sigma-theta V, degrees
31 sigma-ratio
32 Flow pressure
33 E elecrtric field 
34 Plasma betta
35 Alfen mach number
36 Magnetosonic Much num.
37 Kp index
38 R (Sunspot No.)
39 Dst-index, nT
40 ap_index, nT
41 f10.7_index
42 AE-index, nT
43 AL-index, nT
44 AU-index, nT
45 pc-index
46 Lyman_alpha
47 Proton flux (>1 Mev)
48 Proton flux (>2 Mev)
49 Proton flux (>4 Mev)
50 Proton flux (>10 Mev)
51 Proton flux (>30 Mev)
52 Proton flux (>60 Mev)
53 Flux FLAG

YEAR DOY HR   1   2  3  4   5     6     7     8     9    10    11    12    13    14    15    16    17    18    19       20    21    22    23    24    25       26    27    28    29    30    31    32     33     34    35   36  37 38    39  40    41   42    43    44    45    46        47       48       49       50       51       52  53
2017  11  3 2502 51 51  62  36   4.3   3.3  11.8 229.9  -2.1  -2.5   0.7  -2.6   0.1   0.4   2.7   1.9   0.8   1.7   89363.   3.3  524.   0.2  -3.0 0.045   18099.   0.4   12.   0.9   1.4 0.006  1.79  -0.05   1.62  11.1  7.1 20   0    -9   7  72.0   59    -9    50 999.9  3.64 999999.99 99999.99 99999.99     0.18     0.10     0.07 -1
2017  11  4 2502 51 51  60  36   3.8   2.9 -21.3 194.4  -2.6  -0.7  -1.0  -0.5  -1.1   0.7   2.5   1.6   1.4   1.4   81314.   4.3  523.   0.6  -3.5 0.036   25291.   0.8    8.   0.8   0.8 0.003  2.25   0.58   2.60  14.3  7.9 20   0   -11   7  72.0   83   -20    63 999.9  3.64 999999.99 99999.99 99999.99     0.17     0.10     0.08 -1
2017  11  5 2502 51 51  59  30   4.0   3.9 -10.6 188.2  -3.8  -0.5  -0.7  -0.4  -0.8   0.2   1.0   0.3   0.8   0.4   70825.   4.2  522.   0.5  -3.0 0.039   12830.   0.5    4.   1.1   0.6 0.002  2.21   0.42   2.18  13.4  7.9 20   0   -13   7  72.0  124   -37    87 999.9  3.64 999999.99 99999.99 99999.99     0.18     0.09     0.07 -1
2017  11  6 2502 51 51  59  36   4.0   2.7 -18.9  33.0   2.2   1.4  -0.9   1.5  -0.8   0.5   2.9   2.5   0.9   1.2  116138.   4.4  510.   1.2  -3.6 0.040   21619.   0.5    5.   0.6   0.6 0.005  2.22   0.41   2.80  13.4  7.2 17   0   -18   6  72.0  101   -31    70 999.9  3.64 999999.99 99999.99 99999.99     0.18     0.10     0.08 -1
2017  11  7 2502 51 51  62  37   4.8   4.7  11.2  17.8   4.4   1.4   0.9   1.4   1.0   0.4   1.0   0.5   0.4   0.7  148261.   3.9  520.   0.4  -4.1 0.053   32828.   0.5    8.   1.0   0.9 0.006  2.13  -0.52   1.95  10.7  6.5 17   0   -15   6  72.0   92   -45    47 999.9  3.64 999999.99 99999.99 99999.99     0.17     0.09     0.07 -1
2017  11  8 2502 51 51  60  37   4.7   3.3  77.6 328.1   0.6  -0.4   3.2  -0.4   3.2   0.3   3.3   2.6   1.3   1.5  139855.   3.2  533.  -0.2  -3.0 0.059   31209.   0.4    6.   0.6   0.6 0.009  1.88  -1.71   1.62  10.1  6.6 17   0   -12   6  72.0   46   -12    34 999.9  3.64 999999.99 99999.99 99999.99     0.19     0.10     0.07 -1
2017  11  9 2502 51 51  59  35   4.0   3.5  72.2 149.8  -0.9   0.5   3.4   0.6   3.4   0.6   1.9   1.3   0.7   1.1  122068.   2.8  531.  -0.7  -2.3 0.058   12621.   0.2    5.   0.5   0.5 0.003  1.62  -1.81   1.82  11.1  6.9  3   0    -8   2  72.0   48   -22    26 999.9  3.64 999999.99 99999.99 99999.99     0.16     0.09     0.06 -1
2017  11 10 2502 51 51  59  36   4.5   4.4  31.4  14.1   3.7   0.9   2.3   1.0   2.3   0.5   0.8   0.5   0.6   0.3   99342.   2.4  513.  -0.9  -1.8 0.045   26477.   0.3    3.   0.7   0.5 0.005  1.24  -1.18   1.12   8.8  6.3  3   0    -5   2  72.0   26   -12    13 999.9  3.64 999999.99 99999.99 99999.99     0.17     0.10     0.07 -1
2017  11 11 2502 51 51  57  34   4.1   3.9  39.2 353.6   3.0  -0.3   2.5  -0.2   2.5   0.6   1.2   0.7   0.9   0.5   93092.   2.9  504.  -1.0  -0.7 0.041   14344.   0.4   10.   0.9   0.7 0.005  1.43  -1.26   1.59  10.5  6.8  3   0    -2   2  72.0   38   -21    17 999.9  3.64 999999.99 99999.99 99999.99     0.19     0.10     0.08 -1
2017  11 12 2502 51 51  61  37   3.3   2.2 -22.2 214.0  -1.7  -1.1  -0.8  -1.1  -0.8   0.9   2.6   1.9   0.8   1.6   74416.   3.1  489.  -0.7  -0.4 0.036   21883.   0.8    5.   0.8   0.7 0.004  1.42   0.39   2.40  13.0  7.4 10   0    -6   4  72.0   47   -19    28 999.9  3.64 999999.99 99999.99 99999.99     0.16     0.09     0.07 -1
2017  11 13 2502 51 51  59  35   3.3   3.2 -34.2 213.9  -2.2  -1.5  -1.8  -1.5  -1.8   0.4   0.6   0.4   0.4   0.2   61132.   3.2  484.  -0.6  -0.5 0.032    6546.   0.4    4.   0.4   0.3 0.002  1.41   0.87   2.32  13.1  7.6 10   0   -12   4  72.0  129   -75    55 999.9  3.64 999999.99 99999.99 99999.99     0.17     0.10     0.07 -1
2017  11 14 2502 51 51  60  33   3.3   2.1 -21.1 211.7  -1.6  -1.0  -0.7  -1.0  -0.8   0.3   2.6   1.8   0.6   1.8   56175.   3.2  472.  -1.0  -0.1 0.035    5719.   0.4    6.   0.5   0.6 0.006  1.36   0.38   2.26  12.8  7.5 10   0   -13   4  72.0  164  -136    28 999.9  3.64 999999.99 99999.99 99999.99     0.17     0.09     0.07 -1
2017  11 15 2502 51 51  58  35   3.2   2.7  -3.5  14.7   2.6   0.7  -0.2   0.7  -0.1   0.3   1.7   0.7   0.6   1.4   69161.   4.4  462.  -0.0  -0.2 0.054   13973.   0.5    4.   1.5   0.8 0.004  1.91   0.05   3.53  15.1  7.5 23   0   -10   9  72.0  239  -173    66 999.9  3.64 999999.99 99999.99 99999.99     0.19     0.10     0.08 -1
2017  11 16 2502 51 51  60  37   3.4   3.3 -39.7 355.2   2.6  -0.2  -2.1   0.1  -2.1   0.1   0.7   0.2   0.6   0.3   66640.   4.5  459.  -0.6  -0.1 0.053   10597.   0.4    3.   1.0   0.8 0.002  1.92   0.96   3.16  14.3  7.4 23   0    -8   9  72.0  118   -71    46 999.9  3.64 999999.99 99999.99 99999.99     0.18     0.11     0.08 -1
2017  11 17 2502 51 51  59  36   3.3   3.1 -19.0 323.0   2.4  -1.8  -1.0  -1.6  -1.3   0.1   0.9   0.4   0.6   0.6   69641.   5.0  454.  -1.7  -0.3 0.052    7844.   0.3    2.   1.4   0.5 0.003  2.08   0.59   3.78  15.4  7.4 23   0   -10   9  72.0  284  -257    26 999.9  3.64 999999.99 99999.99 99999.99     0.19     0.10     0.07 -1
2017  11 18 2502 51 51  60  35   2.6   1.9   6.7 306.8   1.2  -1.5   0.2  -1.5  -0.1   0.5   1.8   0.7   0.9   1.3   67681.   4.4  450.  -1.6   0.1 0.054    9565.   0.3    2.   1.3   0.7 0.004  1.81   0.04   5.31  18.2  7.7 23   0   -13   9  72.0  236  -212    25 999.9  3.64 999999.99 99999.99 99999.99     0.18     0.10     0.07 -1
2017  11 19 2502 51 51  59  36   2.7   1.9 -25.7 321.0   1.4  -1.1  -0.8  -0.9  -1.1   0.2   1.8   0.8   0.8   1.4   68699.   4.4  446.  -1.5   0.2 0.053    6113.   0.3    2.   0.7   0.5 0.002  1.77   0.49   4.95  17.3  7.5 23   0   -14   9  72.0   77   -52    25 999.9  3.64 999999.99 99999.99 99999.99     0.20     0.10     0.08 -1
2017  11 20 2502 51 51  59  36   2.7   2.5  11.5 293.7   1.0  -2.3   0.5  -2.3  -0.2   0.3   1.1   0.5   0.4   0.9   70289.   4.2  439.  -1.6   0.1 0.049    6874.   0.1    2.   0.4   0.3 0.002  1.62   0.09   4.76  16.7  7.4 23   0   -18   9  72.0   85   -56    29 999.9  3.64 999999.99 99999.99 99999.99     0.18     0.11     0.09 -1
2017  11 21 2502 51 51  60  37   2.2   1.8  10.3 289.5   0.6  -1.6   0.3  -1.6  -0.2   0.3   1.4   0.8   0.6   0.9   73364.   4.5  434.  -1.4  -0.1 0.050   18648.   0.3    3.   0.7   0.4 0.002  1.70   0.09   7.80  20.9  7.5 20   0   -20   7  72.0   67   -47    20 999.9  3.64 999999.99 99999.99 99999.99     0.18     0.10     0.07 -1
2017  11 22 2502 51 51  58  34   2.5   2.4  13.1   1.4   2.3   0.1   0.5  -0.1   0.5   0.1   0.7   0.3   0.5   0.3   82750.   4.7  426.  -1.1   0.3 0.047    5574.   0.2    2.   0.6   0.6 0.001  1.69  -0.21   6.60  18.5  7.1 20   0   -16   7  72.0  119   -94    24 999.9  3.64 999999.99 99999.99 99999.99     0.17     0.09     0.07 -1
2017  11 23 2502 51 51  60  36   2.5   2.5   4.4   5.2   2.5   0.2   0.2   0.1   0.3   0.1   0.5   0.1   0.3   0.4   80508.   4.6  423.  -1.1   0.4 0.043    9310.   0.2    1.   0.7   0.7 0.002  1.61  -0.13   6.40  18.1  7.1 20   0   -14   7  72.0   76   -30    46 999.9  3.64 999999.99 99999.99 99999.99     0.20     0.09     0.07 -1
2017  12  0 2502 51 51  60  36   2.6   2.5  -4.7 351.3   2.5  -0.4  -0.2  -0.3  -0.3   0.0   0.3   0.1   0.3   0.1   84324.   4.8  422.  -2.3  -0.2 0.040   10783.   0.2    2.   1.2   1.5 0.002  1.66   0.13   6.28  17.8  7.0 20  11   -10   7  73.0   65   -35    30 999.9  3.62 999999.99 99999.99 99999.99     0.17     0.10     0.08 -1
2017  12  1 2502 51 51  59  35   2.5   2.4 -17.2 332.8   2.0  -1.0  -0.7  -0.7  -1.0   0.2   0.7   0.3   0.4   0.5   76713.   4.7  421.  -1.5   0.5 0.039   12367.   0.2    2.   0.6   0.8 0.003  1.61   0.42   6.42  18.3  7.1 20  11   -10   7  73.0   56   -25    31 999.9  3.62 999999.99 99999.99 99999.99     0.18     0.10     0.08 -1
2017  12  2 2502 51 51  60  36   2.6   2.2 -44.6 335.9   1.4  -0.6  -1.5  -0.2  -1.6   0.5   1.5   0.5   1.2   0.6   60871.   4.8  420.  -1.4   0.7 0.044   10250.   0.3    2.   0.6   0.6 0.003  1.66   0.67   5.59  17.7  7.3 20  11    -8   7  73.0   52   -11    41 999.9  3.62 999999.99 99999.99 99999.99     0.16     0.10     0.07 -1
2017  12  3 2502 51 51  61  36   3.5   3.4  -4.4 271.9   0.1  -3.4  -0.3  -3.2  -1.1   0.1   0.7   0.5   0.2   0.5   45811.   4.2  421.  -2.1   1.1 0.040    4561.   0.2    2.   0.4   0.4 0.002  1.44   0.46   2.48  12.3  6.9 23  11    -8   9  73.0   88   -36    52 999.9  3.62 999999.99 99999.99 99999.99     0.21     0.12     0.09 -1
2017  12  4 2502 51 51  59  36   3.2   3.0  -4.2 271.8   0.1  -3.0  -0.2  -2.9  -0.8   0.3   1.0   0.6   0.3   0.8   45061.   4.2  420.  -2.0   1.2 0.044    4685.   0.3    3.   0.3   0.5 0.005  1.46   0.34   2.96  13.4  7.1 23  11    -8   9  73.0   67    -8    58 999.9  3.62 999999.99 99999.99 99999.99     0.19     0.11     0.08 -1
2017  12  5 2502 51 51  60  36   2.7   2.2  14.4 260.4  -0.4  -2.1   0.6  -2.2   0.3   0.3   1.5   1.2   0.3   0.7   49986.   4.6  420.  -1.6   1.0 0.043    5594.   0.3    6.   0.4   0.4 0.003  1.59  -0.13   4.68  16.7  7.4 23  11    -8   9  73.0   52    -3    49 999.9  3.62 999999.99 99999.99 99999.99     0.18     0.10     0.08 -1
2017  12  6 2502 51 51  59  36   2.8   2.4  44.0 278.6   0.3  -1.7   1.7  -1.8   1.5   0.2   1.4   1.0   0.7   0.6   42166.   4.3  415.  -1.4   1.2 0.041    4366.   0.3    3.   0.5   0.4 0.003  1.44  -0.62   3.89  15.4  7.4  0  11    -6   0  73.0   38    -2    36 999.9  3.62 999999.99 99999.99 99999.99     0.19     0.12     0.09 -1
2017  12  7 2502 51 51  60  36   2.5   2.4  18.3 292.4   0.9  -2.1   0.8  -2.1   0.7   0.3   0.7   0.5   0.3   0.5   43013.   4.3  409.  -2.0   0.7 0.046    4577.   0.2    2.   0.3   0.3 0.004  1.42  -0.29   4.90  17.0  7.4  0  11    -2   0  73.0   32    -1    31 999.9  3.62 999999.99 99999.99 99999.99     0.19     0.10     0.07 -1
2017  12  8 2502 51 51  59  36   2.5   2.4  -7.3 290.7   0.8  -2.2  -0.3  -2.2  -0.3   0.2   0.5   0.3   0.2   0.3   43803.   4.6  406.  -2.1   0.6 0.046    2244.   0.2    1.   0.2   0.2 0.003  1.50   0.12   5.27  17.4  7.4  0  11     1   0  73.0   35    -4    30 999.9  3.62 999999.99 99999.99 99999.99     0.19     0.11     0.08 -1
2017  12  9 2502 51 51  60  36   2.6   1.7  27.3 286.6   0.4  -1.5   0.8  -1.5   0.8   0.3   1.9   1.2   0.6   1.4   47057.   5.4  403.  -1.4   1.1 0.047   15049.   0.3    4.   0.5   0.8 0.004  1.74  -0.32   5.83  18.0  7.3  3  11     1   2  73.0   38    -9    29 999.9  3.62 999999.99 99999.99 99999.99     0.17     0.10     0.07 -1
2017  12 10 2502 51 51  59  36   3.2   2.8  20.0 205.6  -2.3  -1.1   0.9  -1.1   0.9   0.4   1.6   1.0   0.5   1.2   41029.   5.2  405.  -2.1   0.7 0.036    4812.   0.5    4.   0.6   0.8 0.005  1.63  -0.36   3.58  14.4  7.1  3  11     0   2  73.0   31   -10    21 999.9  3.62 999999.99 99999.99 99999.99     0.20     0.10     0.07 -1
2017  12 11 2502 51 51  58  35   2.2   1.5  -8.6 256.4  -0.4  -1.5  -0.2  -1.5  -0.2   0.5   1.5   0.7   0.7   1.2   39661.   5.6  389.  -1.8  -1.0 0.039    4840.   0.5    5.   0.8   1.5 0.005  1.64   0.08   8.09  20.9  7.4  3  11    -1   2  73.0   28   -10    18 999.9  3.62 999999.99 99999.99 99999.99     0.15     0.09     0.07 -1
2017  12 12 2502 51 51  62  38   3.0   2.8  24.7 200.9  -2.4  -0.9   1.2  -0.9   1.2   0.5   1.1   0.7   0.6   0.6   38917.   5.7  392.  -1.2  -1.6 0.033    8424.   0.8    4.   0.6   0.7 0.002  1.66  -0.47   4.41  15.6  7.1  0  11    -3   0  73.0   24    -8    16 999.9  3.62 999999.99 99999.99 99999.99     0.18     0.09     0.07 -1
2017  12 13 2502 51 51  59  34   3.6   3.4   4.9 217.8  -2.7  -2.1   0.3  -2.1   0.2   0.4   1.2   0.4   0.9   0.6   33989.   6.0  390.  -1.3  -1.8 0.034    7147.   0.5    3.   0.4   0.5 0.002  1.73  -0.08   3.13  13.3  6.9  0  11    -5   0  73.0   30   -11    18 999.9  3.62 999999.99 99999.99 99999.99     0.19     0.10     0.07 -1
2017  12 14 2502 51 51  59  37   4.1   3.8  33.1 218.8  -2.5  -2.0   2.1  -2.1   2.0   0.2   1.6   1.1   0.8   0.9   31110.   6.3  390.  -1.0  -0.8 0.036    2738.   0.4    4.   0.3   0.3 0.003  1.83  -0.78   2.49  11.9  6.7  0  11    -6   0  73.0   26    -3    23 999.9  3.62 999999.99 99999.99 99999.99     0.17     0.09     0.07 -1
2017  12 15 2502 51 51  59  35   3.8   3.7  54.4 264.5  -0.2  -2.1   3.0  -2.4   2.8   0.2   1.0   0.8   0.5   0.3   33844.   6.4  382.  -1.8  -0.3 0.036    3874.   0.4    4.   0.5   0.4 0.003  1.78  -1.07   2.99  12.7  6.7  0  11    -8   0  73.0   39    -7    31 999.9  3.62 999999.99 99999.99 99999.99     0.19     0.10     0.07 -1
2017  12 16 2502 51 51  60  37   4.0   3.9  42.3 301.3   1.5  -2.5   2.7  -2.9   2.3   0.3   0.6   0.4   0.3   0.4   37971.   6.7  377.  -2.2  -0.6 0.035    2956.   0.4    2.   0.6   0.3 0.002  1.81  -0.87   2.90  12.2  6.5  0  11    -8   0  73.0   27    -5    22 999.9  3.62 999999.99 99999.99 99999.99     0.19     0.10     0.07 -1
2017  12 17 2502 51 51  61  36   3.9   2.9  46.2 271.4   0.0  -2.0   2.1  -2.4   1.7   0.5   2.6   2.2   1.0   0.9   38124.   7.4  376.  -2.0  -0.9 0.038    6381.   0.7    8.   1.1   0.6 0.004  2.01  -0.64   3.37  13.1  6.6  0  11    -5   0  73.0   26    -9    17 999.9  3.62 999999.99 99999.99 99999.99     0.19     0.10     0.08 -1
2017  12 18 2502 51 51  57  35   4.2   3.5  17.8 258.0  -0.7  -3.2   1.1  -3.4   0.3   0.5   2.4   1.0   1.6   1.4   39422.   8.1  378.  -2.4  -1.8 0.038    4050.   0.6    6.   1.1   0.8 0.002  2.23  -0.11   3.21  12.8  6.6 13  11    -4   5  73.0   17   -11     6 999.9  3.62 999999.99 99999.99 99999.99     0.19     0.11     0.08 -1
2017  12 19 2502 51 51  63  38   4.5   2.9   4.0 230.5  -1.8  -2.2   0.2  -2.2  -0.4   0.6   3.4   2.7   1.1   1.7   38155.   8.1  379.  -1.9  -1.9 0.035   13070.   0.8    8.   0.7   1.3 0.004  2.22   0.15   2.77  12.0  6.5 13  11    -5   5  73.0   19   -14     6 999.9  3.62 999999.99 99999.99 99999.99     0.18     0.10     0.07 -1
2017  12 20 2502 51 51  58  36   4.4   4.0  -9.5 200.2  -3.7  -1.4  -0.7  -1.1  -1.1   0.3   1.8   0.7   0.7   1.4   42997.   9.0  382.  -2.5  -1.6 0.037    9011.   0.7    5.   0.4   0.5 0.002  2.52   0.42   3.31  13.0  6.6 13  11    -7   5  73.0   71   -41    30 999.9  3.62 999999.99 99999.99 99999.99     0.17     0.09     0.06 -1
2017  12 21 2502 51 51  59  35   4.0   3.6  12.9 226.3  -2.4  -2.5   0.8  -2.6  -0.1   0.6   1.9   1.6   0.7   0.9   40849.   9.0  369.  -2.3  -1.0 0.035   12189.   0.9    5.   0.7   0.4 0.003  2.33   0.04   3.96  13.8  6.6 17  11    -7   6  73.0  130  -114    17 999.9  3.62 999999.99 99999.99 99999.99     0.17     0.09     0.07 -1
2017  12 22 2502 51 51  61  35   4.4   4.3   4.1 234.4  -2.5  -3.5   0.3  -3.4  -0.9   0.4   1.0   0.7   0.4   0.6   32568.   8.3  372.  -2.4  -1.9 0.036    4598.   0.6    3.   0.3   0.4 0.004  2.19   0.33   2.87  12.2  6.5 17  11    -7   6  73.0  168  -153    15 999.9  3.62 999999.99 99999.99 99999.99     0.18     0.09     0.07 -1
2017  12 23 2502 51 51  60  37   4.5   4.4  -2.5 232.2  -2.7  -3.4  -0.2  -3.1  -1.4   0.3   1.2   0.8   0.5   0.8   31443.   8.6  374.  -2.4  -2.5 0.032    2606.   0.6    3.   0.5   0.5 0.002  2.27   0.52   2.82  12.2  6.6 17  11    -8   6  73.0   29   -16    14 999.9  3.62 999999.99 99999.99 99999.99     0.17     0.10     0.07 -1
2017  13  0 2502 51 51  60  36   4.1   3.9 -11.2 223.2  -2.8  -2.6  -0.7  -2.2  -1.5   0.2   1.3   0.6   0.8   0.8   39878.   9.6  371.  -2.0  -2.7 0.034    6648.   0.6    2.   0.4   0.4 0.002  2.51   0.56   4.00  14.0  6.6 10  26    -6   4  72.4   41   -10    31 999.9  3.65 999999.99 99999.99 99999.99     0.18     0.11     0.08 -1
2017  13  1 2502 51 51  59  34   4.0   3.9 -11.9 211.5  -3.2  -2.0  -0.8  -1.6  -1.4   0.1   1.0   0.3   0.6   0.7   47161.  11.0  371.  -2.1  -3.2 0.034    3953.   0.5    1.   0.4   0.2 0.003  2.87   0.52   5.02  15.4  6.7 10  26    -6   4  72.4   62    -6    56 999.9  3.65 999999.99 99999.99 99999.99     0.17     0.09     0.07 -1
2017  13  2 2502 51 51  60  36   4.5   4.0  22.4 233.7  -2.2  -3.0   1.5  -3.3   0.6   0.6   2.0   1.0   0.5   1.7   45987.  10.0  372.  -3.0  -3.1 0.045    4850.   0.8    3.   0.4   0.6 0.005  2.73  -0.22   3.58  13.1  6.5 10  26    -3   4  72.4   47     4    50 999.9  3.65 999999.99 99999.99 99999.99     0.17     0.10     0.08 -1
2017  13  3 2502 51 51  59  35   3.4   2.9  18.4 245.5  -1.1  -2.5   0.9  -2.6   0.3   0.6   1.8   0.9   0.6   1.5   58716.  10.1  367.  -3.0  -3.4 0.045    6397.   0.4    2.   0.4   0.5 0.004  2.68  -0.11   6.80  17.2  6.5 10  26    -1   4  72.4   50    -2    48 999.9  3.65 999999.99 99999.99 99999.99     0.18     0.10     0.08 -1
2017  13  4 2502 51 51  61  38   3.7   2.4  -7.9 237.3  -1.3  -2.0  -0.3  -1.9  -0.7   0.6   2.8   2.2   0.8   1.5   56135.  10.2  365.  -2.9  -3.8 0.044    4838.   0.5    4.   0.5   0.7 0.004  2.67   0.26   5.72  15.8  6.5 10  26    -2   4  72.4   59   -11    48 999.9  3.65 999999.99 99999.99 99999.99     0.18     0.10     0.07 -1
2017  13  5 2502 51 51  58  35   4.0   3.9  -0.1 213.4  -3.2  -2.1   0.0  -2.1  -0.3   0.2   1.2   0.8   0.8   0.3   50814.   9.9  364.  -3.1  -3.7 0.044    3536.   0.3    3.   0.3   0.2 0.003  2.58   0.11   4.61  14.3  6.4 10  26    -1   4  72.4   52   -11    41 999.9  3.65 999999.99 99999.99 99999.99     0.18     0.11     0.08 -1
2017  13  6 2502 51 51  60  35   4.0   3.5   2.6 235.5  -2.0  -2.9   0.2  -2.9  -0.1   0.2   1.8   1.4   0.7   0.8   45384.   9.4  357.  -3.7  -2.8 0.037    4763.   0.3    3.   0.4   0.5 0.004  2.30   0.04   4.25  13.7  6.3  0  26    -1   0  72.4   40    -7    33 999.9  3.65 999999.99 99999.99 99999.99     0.19     0.10     0.08 -1
2017  13  7 2502 51 51  60  37   3.9   3.7  10.1 257.5  -0.8  -3.6   0.6  -3.6   0.4   0.1   0.9   0.6   0.2   0.6   41281.   9.6  357.  -4.4  -2.7 0.039    3313.   0.4    2.   0.3   0.4 0.003  2.36  -0.14   4.45  14.2  6.4  0  26     1   0  72.4   41    -3    38 999.9  3.65 999999.99 99999.99 99999.99     0.18     0.09     0.07 -1
2017  13  8 2502 51 51  60  36   4.3   4.0   1.8 281.5   0.8  -3.9   0.1  -3.9   0.0   0.4   1.5   1.0   0.7   0.9   42824.   9.8  351.  -4.1  -3.5 0.035    4889.   0.5    4.   0.5   0.8 0.004  2.30  -0.00   3.77  12.8  6.2  0  26     0   0  72.4   41   -10    31 999.9  3.65 999999.99 99999.99 99999.99     0.17     0.10     0.07 -1
2017  13  9 2502 51 51  60  37   5.4   5.2   4.6 276.7   0.6  -5.2   0.4  -5.2   0.4   0.3   1.3   0.5   0.3   1.1   35731.   9.4  356.  -4.4  -2.0 0.030    3729.   0.6    1.   0.5   0.6 0.004  2.23  -0.14   2.20  10.1  5.9  3  26    -1   2  72.4   49   -23    26 999.9  3.65 999999.99 99999.99 99999.99     0.17     0.09     0.07 -1
2017  13 10 2502 51 51  60  37   5.9   5.8   6.4 290.3   2.0  -5.4   0.6  -5.4   0.7   0.2   1.2   0.7   0.4   0.9   31812.   9.3  356.  -3.5  -0.9 0.020    4959.   0.9    4.   0.7   0.9 0.004  2.13  -0.25   1.78   9.2  5.8  3  26    -2   2  72.4   70   -45    25 999.9  3.65 999999.99 99999.99 99999.99     0.19     0.10     0.08 -1
2017  13 11 2502 51 51  62  37   5.9   5.7   1.8 269.0  -0.1  -5.7   0.2  -5.7   0.2   0.2   1.4   1.1   0.5   0.7   25922.   9.4  361.  -3.2  -1.4 0.017    4101.   1.0    4.   0.4   0.7 0.002  2.18  -0.07   1.73   9.4  5.9  3  26    -3   2  72.4   68   -34    33 999.9  3.65 999999.99 99999.99 99999.99     0.18     0.10     0.08 -1
2017  13 12 2502 51 51  57  35   5.8   4.1  11.8 281.2   0.8  -3.9   0.8  -3.9   0.8   0.3   4.1   3.1   1.7   2.0   28050.  10.8  356.  -2.8  -0.9 0.017    6566.   1.1    7.   1.1   0.8 0.002  2.44  -0.28   2.09  10.1  6.0  7  26    -4   3  72.4  102   -20    82 999.9  3.65 999999.99 99999.99 99999.99     0.18     0.11     0.08 -1
2017  13 13 2502 51 51  62  38   5.1   4.9   7.6 294.9   2.0  -4.4   0.6  -4.4   0.5   0.4   1.4   1.1   0.6   0.6   28982.  12.2  359.  -3.4  -1.4 0.013    3659.   0.8    7.   0.5   1.1 0.002  2.76  -0.18   3.07  12.3  6.4  7  26     0   3  72.4  165   -47   118 999.9  3.65 999999.99 99999.99 99999.99     0.16     0.09     0.06 -1
2017  13 14 2502 51 51  60  34   5.2   4.8  -8.6 279.0   0.7  -4.7  -0.7  -4.6  -1.0   0.4   1.8   1.3   0.4   1.1   27983.  12.7  363.  -3.6  -2.5 0.014    2901.   0.7    2.   0.4   0.4 0.002  2.95   0.36   3.05  12.4  6.5  7  26     2   3  72.4  126   -57    70 999.9  3.65 999999.99 99999.99 99999.99     0.19     0.10     0.06 -1
2017  13 15 2502 51 51  60  37   5.5   4.6 -22.0 267.3  -0.2  -4.3  -1.7  -4.1  -2.1   0.4   2.9   1.8   1.0   2.1   26026.  13.1  366.  -3.4  -2.4 0.017    3625.   1.0    4.   1.0   0.7 0.003  3.13   0.77   2.78  12.0  6.5 17  26     0   6  72.4  110   -46    64 999.9  3.65 999999.99 99999.99 99999.99     0.19     0.10     0.07 -1
2017  13 16 2502 51 51  63  38   3.9   1.4  69.8 181.7  -0.5   0.0   1.3  -0.2   1.3   1.3   3.9   1.9   3.3   0.9   39400.  13.4  375.   0.8  -2.5 0.024    7809.   3.5    8.   1.9   0.9 0.003  3.45  -0.49   6.15  17.6  7.0 17  26    -2   6  72.4   93   -58    35 999.9  3.65 999999.99 99999.99 99999.99     0.19     0.11     0.07 -1
2017  13 17 2502 51 51  59  36   3.9   1.9  42.0 143.0  -1.1   0.9   1.3   0.6   1.5   0.7   3.4   0.9   3.2   0.8   50311.  12.8  377.   1.3  -1.6 0.024    7223.   1.2    3.   1.2   0.5 0.002  3.33  -0.57   6.26  17.3  6.8 17  26     1   6  72.4   52   -11    40 999.9  3.65 999999.99 99999.99 99999.99     0.18     0.09     0.07 -1
2017  13 18 2502 51 51  60  36   3.1   2.3 -12.1 208.5  -2.0  -1.1  -0.5  -1.0  -0.7   0.8   2.1   0.5   2.0   0.6   45304.  13.2  377.   1.0  -2.4 0.022    5568.   1.5    2.   0.5   0.6 0.002  3.41   0.26   9.92  22.1  7.1 13  26    -2   5  72.4   30   -22     8 999.9  3.65 999999.99 99999.99 99999.99     0.16     0.08     0.06 -1
